1545810515020;Иванов, И.И.,муж,25;1545810517634;1;1;79;left;9;soft;false;лимонад
1545810515020;Иванов, И.И.,муж,25;1545810518442;1;2;107;right;1;alco;false;пиво
1545810515020;Иванов, И.И.,муж,25;1545810519075;1;3;75;left;9;soft;false;лимонад
1545810515020;Иванов, И.И.,муж,25;1545810519785;1;4;103;right;0;alco;false;водка
1545810515020;Иванов, И.И.,муж,25;1545810520384;1;5;85;left;6;soft;false;сок
1545810515020;Иванов, И.И.,муж,25;1545810521050;1;6;86;right;2;alco;false;вино
1545810515020;Иванов, И.И.,муж,25;1545810521717;1;7;93;right;0;alco;false;водка
1545810515020;Иванов, И.И.,муж,25;1545810522401;1;8;103;right;2;alco;false;вино
1545810515020;Иванов, И.И.,муж,25;1545810523090;1;9;110;right;4;alco;false;виски
1545810515020;Иванов, И.И.,муж,25;1545810523783;1;10;77;left;8;soft;false;морс
1545810515020;Иванов, И.И.,муж,25;1545810524468;1;11;113;right;0;alco;false;водка
1545810515020;Иванов, И.И.,муж,25;1545810525284;1;12;43;left;2;alco;true;вино
1545810515020;Иванов, И.И.,муж,25;1545810525900;1;12;111;right;2;alco;false;вино
1545810515020;Иванов, И.И.,муж,25;1545810526708;1;13;86;left;9;soft;false;лимонад
1545810515020;Иванов, И.И.,муж,25;1545810527333;1;14;97;right;1;alco;false;пиво
1545810515020;Иванов, И.И.,муж,25;1545810528025;1;15;68;left;5;soft;false;вода
1545810515020;Иванов, И.И.,муж,25;1545810528721;1;16;107;right;0;alco;false;водка
1545810515020;Иванов, И.И.,муж,25;1545810529402;1;17;115;right;4;alco;false;виски
1545810515020;Иванов, И.И.,муж,25;1545810530025;1;18;69;left;8;soft;false;морс
1545810515020;Иванов, И.И.,муж,25;1545810530660;1;19;115;right;4;alco;false;виски
1545810515020;Иванов, И.И.,муж,25;1545810531283;1;20;104;right;1;alco;false;пиво
1545810515020;Иванов, И.И.,муж,25;1545810533000;2;21;77;left;8;good;false;полезно
1545810515020;Иванов, И.И.,муж,25;1545810533725;2;22;83;right;4;bad;false;отрицательно
1545810515020;Иванов, И.И.,муж,25;1545810534375;2;23;73;left;6;good;false;приятно
1545810515020;Иванов, И.И.,муж,25;1545810535008;2;24;68;left;7;good;false;положительно
1545810515020;Иванов, И.И.,муж,25;1545810535694;2;25;123;right;4;bad;false;отрицательно
1545810515020;Иванов, И.И.,муж,25;1545810536266;2;26;63;left;8;good;false;полезно
1545810515020;Иванов, И.И.,муж,25;1545810537051;2;27;61;left;7;good;false;положительно
1545810515020;Иванов, И.И.,муж,25;1545810537709;2;28;104;right;4;bad;false;отрицательно
1545810515020;Иванов, И.И.,муж,25;1545810538335;2;29;64;left;8;good;false;полезно
1545810515020;Иванов, И.И.,муж,25;1545810538924;2;30;79;left;7;good;false;положительно
1545810515020;Иванов, И.И.,муж,25;1545810539549;2;31;85;left;8;good;false;полезно
1545810515020;Иванов, И.И.,муж,25;1545810540158;2;32;86;left;7;good;false;положительно
1545810515020;Иванов, И.И.,муж,25;1545810540682;2;33;19;left;2;bad;true;отвратительно
1545810515020;Иванов, И.И.,муж,25;1545810541132;2;33;87;right;2;bad;false;отвратительно
1545810515020;Иванов, И.И.,муж,25;1545810541783;2;34;84;left;7;good;false;положительно
1545810515020;Иванов, И.И.,муж,25;1545810542376;2;35;95;left;8;good;false;полезно
1545810515020;Иванов, И.И.,муж,25;1545810543042;2;36;97;left;6;good;false;приятно
1545810515020;Иванов, И.И.,муж,25;1545810543742;2;37;95;right;2;bad;false;отвратительно
1545810515020;Иванов, И.И.,муж,25;1545810544417;2;38;87;left;5;good;false;вкусно
1545810515020;Иванов, И.И.,муж,25;1545810545382;2;39;89;right;4;bad;false;отрицательно
1545810515020;Иванов, И.И.,муж,25;1545810545950;2;40;63;left;9;good;false;мило
1545810515020;Иванов, И.И.,муж,25;1545810549141;3;41;84;right;2;badalco;false;отвратительно
1545810515020;Иванов, И.И.,муж,25;1545810550058;3;42;59;left;7;goodsoft;false;чай
1545810515020;Иванов, И.И.,муж,25;1545810550943;3;43;113;left;8;goodsoft;false;полезно
1545810515020;Иванов, И.И.,муж,25;1545810551583;3;44;85;left;9;goodsoft;false;лимонад
1545810515020;Иванов, И.И.,муж,25;1545810552141;3;45;89;left;6;goodsoft;false;сок
1545810515020;Иванов, И.И.,муж,25;1545810552801;3;46;105;left;5;goodsoft;false;вкусно
1545810515020;Иванов, И.И.,муж,25;1545810553349;3;47;36;left;3;badalco;true;коньяк
1545810515020;Иванов, И.И.,муж,25;1545810553725;3;47;79;right;3;badalco;false;коньяк
1545810515020;Иванов, И.И.,муж,25;1545810554325;3;48;60;left;9;goodsoft;false;лимонад
1545810515020;Иванов, И.И.,муж,25;1545810554974;3;49;29;left;2;badalco;true;отвратительно
